FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.691,691,VIC,Calvary Health Care Bethlehem Ltd,210903050,,Hospital,,476 Kooyong Road,Caulfield 3162,0,Major Cities,68.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.0135,-37.8968,ROOFTOP,establishment,POINT (-37.8967511 145.0134691)
aihw_hospital_statistics_2012_2013.692,692,VIC,Queen Elizabeth Centre [Noble Park],210903110,,Hospital,,53 Thomas Street,Noble Park 3174,0,Major Cities,37.67,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,145.1785,-37.9721,ROOFTOP,establishment,POINT (-37.972068 145.17845199999996)
aihw_hospital_statistics_2012_2013.693,693,VIC,Casey Hospital,210903660,NET003289,Campus,,52 Kangan Drive,Berwick 3806,0,Major Cities,220.75,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.3476,-38.045,ROOFTOP,establishment,POINT (-38.0450362 145.3475889)
aihw_hospital_statistics_2012_2013.694,694,VIC,Golf Links Road Rehabilitation Centre and PCU,210904083,NET003285,Campus,,125 Golf Links Road,Frankston 3199,0,Major Cities,73.33,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.1498,-38.1735,ROOFTOP,establishment,POINT (-38.1734671 145.14981419999998)
aihw_hospital_statistics_2012_2013.695,695,VIC,The Mornington Centre,210904084,NET003285,Campus,,Corner of Tyalla Grove and Separation Street,Mornington 3931,0,Major Cities,63,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,145.0412,-38.2302,ROOFTOP,establishment,POINT (-38.2302218 145.0412189)
aihw_hospital_statistics_2012_2013.696,696,VIC,Alfred The,210A01010,NET011519,Campus,,55 Commercial Road,Prahran 3181,0,Major Cities,674.08,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,144.9819,-37.846,ROOFTOP,establishment,POINT (-37.845960399999996 144.9818517)
aihw_hospital_statistics_2012_2013.697,697,VIC,Austin Hospital [Heidelberg],210A01031,NET003399,Campus,,145 Studley Road,Heidelberg 3084,0,Major Cities,596.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,145.0603,-37.7564,ROOFTOP,establishment,POINT (-37.7564117 145.0602786)
aihw_hospital_statistics_2012_2013.698,698,VIC,Austin Hospital [Heidelberg Repatriation Hospital],210A01032,NET003399,Campus,,300 Waterdale Road,Heidelberg West 3081,0,Major Cities,193.91,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C1,Medium (group 1),145.0477,-37.7546,ROOFTOP,establishment,POINT (-37.7545796 145.04771569999997)
aihw_hospital_statistics_2012_2013.699,699,VIC,Bundoora Extended Care Centre,210A01090,NET011517,Campus,,1231 Plenty Road,Bundoora 3083,0,Major Cities,74.33,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,145.0553,-37.7013,ROOFTOP,establishment,POINT (-37.7013297 145.0553443)
aihw_hospital_statistics_2012_2013.700,700,VIC,Mercy Hospital for Women,210A01160,NET003388,Campus,,163 Studley Road,Heidelberg 3084,0,Major Cities,152.91,W1,Womens,Yes,Yes,Yes,Yes,A1,Principal referral,145.0611,-37.7562,ROOFTOP,establishment,POINT (-37.7561681 145.0611484)
aihw_hospital_statistics_2012_2013.701,701,VIC,Western Hospital [Footscray],210A01180,NET011515,Campus,,160 Gordon Street,Footscray 3011,0,Major Cities,343.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,144.8869,-37.7922,ROOFTOP,establishment,POINT (-37.7921983 144.8869177)
aihw_hospital_statistics_2012_2013.702,702,VIC,Royal Children's Hospital [Parkville],210A01191,,Hospital,,50 Flemington Road,Parkville 3052,0,Major Cities,306.83,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,144.9492,-37.7942,ROOFTOP,establishment,POINT (-37.79419159999999 144.9491788)
aihw_hospital_statistics_2012_2013.703,703,VIC,Royal Women's Hospital [Carlton],210A01230,,Hospital,,20 Flemington Road,Parkville 3052,0,Major Cities,196,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,144.9549,-37.7986,ROOFTOP,establishment,POINT (-37.7986147 144.9548579)
aihw_hospital_statistics_2012_2013.704,704,VIC,"Royal Victorian Eye & Ear Hospital, The",210A01240,,Hospital,,32 Gisborne Street,East Melbourne 3002,0,Major Cities,55.75,O3,Other public acute specialised,Yes,Yes,Yes,Yes,B1,Large Major cities,144.9761,-37.8092,ROOFTOP,establishment,POINT (-37.809157899999995 144.9761133)
aihw_hospital_statistics_2012_2013.705,705,VIC,Northern Hospital The [Epping],210A01280,NET011517,Campus,,185 Cooper Street,Epping 3076,0,Major Cities,365.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.0145,-37.6529,ROOFTOP,establishment,POINT (-37.652886 145.0144858)
aihw_hospital_statistics_2012_2013.706,706,VIC,Mercy Public Hospital Inc.[Werribee],210A01320,NET003388,Campus,,300 Princes Highway,Werribee 3030,0,Major Cities,172.67,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,144.6981,-37.887,ROOFTOP,establishment,POINT (-37.8870435 144.69810409999997)
aihw_hospital_statistics_2012_2013.707,707,VIC,Orygen Inpatient Unit,210A01332,NET011520,Campus,,35 Mavis Street,Footscray 3011,0,Major Cities,16,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,144.8869,-37.7912,ROOFTOP,establishment,POINT (-37.7911887 144.8869364)
aihw_hospital_statistics_2012_2013.708,708,VIC,Royal Melbourne Hospital [Parkville],210A01334,NET011520,Campus,,300 Grattan Street,Parkville 3050,0,Major Cities,670.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,144.9565,-37.7996,ROOFTOP,establishment,POINT (-37.799552 144.956539)
aihw_hospital_statistics_2012_2013.709,709,VIC,Royal Melbourne Hospital- Royal Park Campus,210A01335,NET011520,Campus,,34-54 Poplar Road,Parkville 3052,0,Major Cities,114,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,144.9469,-37.7789,ROOFTOP,establishment,POINT (-37.77894539999999 144.9468938)
aihw_hospital_statistics_2012_2013.710,710,VIC,Sunshine Hospital,210A01390,NET011515,Campus,,176 Furlong Road,St Albans 3021,0,Major Cities,401.83,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,144.8153,-37.7602,ROOFTOP,establishment,POINT (-37.7602193 144.815301)
aihw_hospital_statistics_2012_2013.711,711,VIC,St Vincent's Hospital [Fitzroy],210A01450,,Hospital,,41 Victoria Parade,Fitzroy 3065,0,Major Cities,541.92,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,144.975,-37.8076,ROOFTOP,establishment,POINT (-37.8075864 144.9750294)
aihw_hospital_statistics_2012_2013.712,712,VIC,Williamstown Hospital,210A01460,NET011515,Campus,,77B Railway Crescent,Williamstown 3016,0,Major Cities,83.75,M,Medium public acute,Yes,Yes,Yes,No,C2,Medium (group 2),144.8927,-37.8637,ROOFTOP,establishment,POINT (-37.8637234 144.8926764)
aihw_hospital_statistics_2012_2013.713,713,VIC,Peter MacCallum Cancer Institute,210A01550,,Hospital,,2 St Andrews Place,East Melbourne 3002,0,Major Cities,129.42,O3,Other public acute specialised,Yes,No,Yes,Yes,B1,Large Major cities,144.9565,-37.8005,ROOFTOP,establishment,POINT (-37.8005435 144.956495)
aihw_hospital_statistics_2012_2013.714,714,VIC,Tweddle Child & Family Health Centre [Footscray],210A01900,,Hospital,,53 Adelaide Street,Footscray 3011,0,Major Cities,29.42,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,144.8873,-37.7975,ROOFTOP,establishment,POINT (-37.7974912 144.8873488)
aihw_hospital_statistics_2012_2013.715,715,VIC,Sunbury Day Hospital,210A02700,NET011515,Campus,,7 Macedon Street,Sunbury 3429,0,Major Cities,27,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,144.7325,-37.5766,ROOFTOP,establishment,POINT (-37.5766271 144.7325366)
aihw_hospital_statistics_2012_2013.716,716,VIC,Broadmeadows Health Service,210A02970,NET011517,Campus,,35 Johnstone Street,Broadmeadows 3047,0,Major Cities,130.34,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),144.9127,-37.6846,ROOFTOP,establishment,POINT (-37.6845675 144.91273640000003)
aihw_hospital_statistics_2012_2013.717,717,VIC,Craigieburn Health Service,210A03670,NET011517,Campus,,350 Craigieburn Road West,Craigieburn 3064,0,Major Cities,6,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,144.9189,-37.5963,ROOFTOP,establishment,POINT (-37.5962837 144.9189253)
aihw_hospital_statistics_2012_2013.718,718,VIC,Melton Health,210A03680,NET003020,Campus,0,195-209 Barries Road,Melton West 3337,0,Major Cities,17,O5,Unpeered,Yes,No,No,No,D1,Small regional acute,144.5581,-37.6869,ROOFTOP,establishment,POINT (-37.6869341 144.5580643)
aihw_hospital_statistics_2012_2013.719,719,VIC,Dental Health Services Victoria,210A05110,,Hospital,,720 Swanston Street,Carlton 3053,0,Major Cities,20,O5,Unpeered,Yes,No,No,No,G,Un-peered and other,144.9646,-37.7996,ROOFTOP,dentist,POINT (-37.7996151 144.964631)
aihw_hospital_statistics_2012_2013.720,720,VIC,Albury Wodonga Health - Albury Camps,210N01650,NET003485,Campus,0010560W,201 Borella Road,Albury 2640,1,Inner Regional,119.84,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,146.9377,-36.0786,ROOFTOP,establishment,POINT (-36.0785951 146.9377197)
aihw_hospital_statistics_2012_2013.721,721,VIC,VIFMH,240A05990,,Network,,Yarra Bend Road,Fairfield 3078,0,Major Cities,116,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,145.0117,-37.789,ROOFTOP,establishment,POINT (-37.789047 145.0116586)
aihw_hospital_statistics_2012_2013.722,722,VIC,VIFMH-Prison Health Service (MAP),240A05990,240A05990,Campus,,Yarra Bend Road,Fairfield 3078,0,Major Cities,36,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,145.0117,-37.789,ROOFTOP,establishment,POINT (-37.789047 145.0116586)
aihw_hospital_statistics_2012_2013.723,723,VIC,Dame Phyllis Frost Centre - Marmak unit,240A05993,240A05990,Campus,,Riding-Boundary Road,Deer Park 3023,0,Major Cities,0,Ps,Psychiatric public,No,No,No,No,F,Psychiatric,144.7419,-37.7821,ROOFTOP,establishment,POINT (-37.7820959 144.7418901)
aihw_hospital_statistics_2012_2013.724,724,VIC,Djerriwarrh Health Service,NET003020,,Network,,,Various,,,,,,No,No,No,No,G,Un-peered and other,144.4344,-37.678,ROOFTOP,establishment,POINT (-37.678001 144.434449)
aihw_hospital_statistics_2012_2013.725,725,VIC,Monash Health,NET003289,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,145.1234,-37.9207,ROOFTOP,establishment,POINT (-37.9206682 145.1233865)
aihw_hospital_statistics_2012_2013.726,726,VIC,Bendigo Health Care Group,NET003292,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,144.2808,-36.7496,ROOFTOP,establishment,POINT (-36.749617 144.280769)
aihw_hospital_statistics_2012_2013.727,727,VIC,Maryborough District Health Service,NET003312,,Network,,,Various,,,,,,No,No,No,No,C2,Medium (group 2),143.738,-37.0448,ROOFTOP,establishment,POINT (-37.0448433 143.7380368)
aihw_hospital_statistics_2012_2013.728,728,VIC,Swan Hill District Health,NET003318,,Network,,,Various,,,,,,No,No,No,No,C1,Medium (group 1),143.5564,-35.3403,ROOFTOP,establishment,POINT (-35.340332499999995 143.5563753)
aihw_hospital_statistics_2012_2013.737,737,VIC,East Wimmera Health Service,NET010433,,Network,,,Various,,,,,,No,No,No,No,D1,Small regional acute,143.2469,-36.6094,ROOFTOP,establishment,POINT (-36.609401399999996 143.2469354)
aihw_hospital_statistics_2012_2013.738,738,VIC,Hepburn Health Service,NET010434,,Network,,,Various,,,,,,No,No,No,No,D1,Small regional acute,144.1457,-37.3373,ROOFTOP,establishment,POINT (-37.3373435 144.1457427)
aihw_hospital_statistics_2012_2013.739,739,VIC,Western District Health Service,NET010567,,Network,,,Various,,,,,,No,No,No,No,C1,Medium (group 1),142.0309,-37.7367,ROOFTOP,establishment,POINT (-37.736658199999994 142.0309292)
aihw_hospital_statistics_2012_2013.740,740,VIC,Rural Northwest Health,NET011011,,Network,,,Various,,,,,,No,No,No,No,D1,Small regional acute,142.3819,-36.2524,ROOFTOP,establishment,POINT (-36.2523974 142.381872)
aihw_hospital_statistics_2012_2013.741,741,VIC,South West Healthcare,NET011268,,Network,,,Various,,,,,,No,No,No,No,B2,Large regional and remote,142.4734,-38.3801,ROOFTOP,establishment,POINT (-38.3801373 142.473434)
aihw_hospital_statistics_2012_2013.742,742,VIC,Central Gippsland Health Service,NET011269,,Network,,,Various,,,,,,No,No,No,No,B2,Large regional and remote,147.0808,-38.1087,ROOFTOP,establishment,POINT (-38.1087287 147.0807893)
aihw_hospital_statistics_2012_2013.743,743,VIC,Western Health,NET011515,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,144.8153,-37.7602,ROOFTOP,establishment,POINT (-37.7602193 144.815301)
aihw_hospital_statistics_2012_2013.744,744,VIC,Northern Health,NET011517,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,145.0145,-37.6529,ROOFTOP,establishment,POINT (-37.652886 145.0144858)
aihw_hospital_statistics_2012_2013.745,745,VIC,Eastern Health,NET011518,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,145.1185,-37.8145,ROOFTOP,establishment,POINT (-37.814519 145.1184531)
aihw_hospital_statistics_2012_2013.746,746,VIC,Alfred Health,NET011519,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,144.9819,-37.846,ROOFTOP,establishment,POINT (-37.845960399999996 144.9818517)
aihw_hospital_statistics_2012_2013.747,747,VIC,Melbourne Health,NET011520,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,144.9565,-37.7996,ROOFTOP,establishment,POINT (-37.799552 144.956539)
aihw_hospital_statistics_2012_2013.748,748,WA,King Edward Memorial Hospital for Women,510100104,,Hospital,0070030L,374 BAGOT RD,SUBIACO 6008,0,Major Cities,253.4,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,115.819,-31.9499,ROOFTOP,establishment,POINT (-31.9498781 115.81898960000001)
aihw_hospital_statistics_2012_2013.749,749,WA,Sir Charles Gairdner Hospital,510100105,,Hospital,0070990J,HOSPITAL AV,NEDLANDS 6009,0,Major Cities,633.3,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,115.8162,-31.9683,ROOFTOP,establishment,POINT (-31.968341699999996 115.81619159999998)
aihw_hospital_statistics_2012_2013.750,750,WA,Selby Authorised Lodge,510100158,,Hospital,,2 SELBY ST,SHENTON PARK 6008,0,Major Cities,32,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,115.8046,-31.9318,ROOFTOP,establishment,POINT (-31.9317936 115.8045748)
aihw_hospital_statistics_2012_2013.751,751,WA,Osborne Park Hospital,510100239,,Hospital,0071030F,OSBORNE PLCE,STIRLING 6021,0,Major Cities,157.6,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,C1,Medium (group 1),115.8044,-31.8859,ROOFTOP,establishment,POINT (-31.8858962 115.80435290000001)
aihw_hospital_statistics_2012_2013.752,752,WA,Swan District Hospital,510100244,,Hospital,0070950W,EVELINE RD,MIDDLE SWAN 6056,0,Major Cities,182.8,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,116.0069,-31.8764,ROOFTOP,establishment,POINT (-31.8763572 116.0068677)
aihw_hospital_statistics_2012_2013.753,753,WA,"Next Step Drug And Alcohol Services, East Perth",510100459,,Hospital,,32 MOORE ST,EAST PERTH 6004,0,Major Cities,17,O2,Drug and alcohol hospital,Yes,No,No,No,G,Un-peered and other,115.869,-31.9534,ROOFTOP,establishment,POINT (-31.9533786 115.8690209)
aihw_hospital_statistics_2012_2013.754,754,WA,Royal Perth Hospital Shenton Park Campus,510300100,,Hospital,0070140H,SELBY ST,SHENTON PARK 6008,0,Major Cities,161.1,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,E4,Rehabilitation,115.8036,-31.9555,ROOFTOP,establishment,POINT (-31.955480299999998 115.80363079999998)
aihw_hospital_statistics_2012_2013.755,755,WA,Royal Perth Hospital Wellington Street Campus,510300101,,Hospital,0070000X,WELLINGTON ST,PERTH 6000,0,Major Cities,696.5,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,115.867,-31.9535,ROOFTOP,establishment,POINT (-31.9535083 115.8669958)
aihw_hospital_statistics_2012_2013.756,756,WA,Armadale-Kelmscott Memorial Hospital,510300203,,Hospital,0070040K,3056 ALBANY HWY,MOUNT NASURA 6112,0,Major Cities,206,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,116.0189,-32.1332,ROOFTOP,establishment,POINT (-32.1331607 116.0188544)
aihw_hospital_statistics_2012_2013.757,757,WA,Bentley Hospital,510300255,,Hospital,0071150X,33 MILLS ST,BENTLEY 6102,0,Major Cities,185.7,O5,Unpeered,Yes,No,Yes,Yes,C1,Medium (group 1),115.9277,-32.0055,ROOFTOP,doctor,POINT (-32.0054717 115.92770190000002)
aihw_hospital_statistics_2012_2013.758,758,WA,Peel Health Campus,510300645,,Hospital,0075560L,110 LAKES RD,MANDURAH 6210,0,Major Cities,148,M,Medium public acute,Yes,Yes,Yes,No,B1,Large Major cities,115.7638,-32.5326,ROOFTOP,establishment,POINT (-32.5325562 115.76378899999999)
aihw_hospital_statistics_2012_2013.759,759,WA,Halls Creek Hospital,510400128,,Hospital,0070340Y,70 ROBERTA AV,HALLS CREEK 6770,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,127.6664,-18.2258,ROOFTOP,establishment,POINT (-18.2257995 127.6663765)
aihw_hospital_statistics_2012_2013.760,760,WA,Wyndham Hospital,510400249,,Hospital,0071200B,MINDEROO RD,WYNDHAM 6740,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,128.1264,-15.4783,ROOFTOP,establishment,POINT (-15.478334200000003 128.1264175)
aihw_hospital_statistics_2012_2013.761,761,WA,Kununurra Hospital,510400257,,Hospital,0071050A,96 COOLIBAH DR,KUNUNURRA 6743,3,Remote,32,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,128.7341,-15.7752,ROOFTOP,establishment,POINT (-15.775230399999998 128.7341187)
aihw_hospital_statistics_2012_2013.762,762,WA,Hedland Health Campus,510500131,,Hospital,,34 COLEBATCH WAY,SOUTH HEDLAND 6722,3,Remote,59,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,Yes,D3,Small remote acute,118.5989,-20.4133,ROOFTOP,establishment,POINT (-20.4133184 118.59891279999998)
aihw_hospital_statistics_2012_2013.763,763,WA,Tom Price Hospital,510500256,,Hospital,0071140Y,MINE RD,TOM PRICE 6751,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,117.7902,-22.6954,ROOFTOP,establishment,POINT (-22.695448 117.7902462)
aihw_hospital_statistics_2012_2013.764,764,WA,Nickol Bay Hospital,510500460,,Hospital,0071540F,MILLSTREAM RD,KARRATHA 6714,3,Remote,28,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute,116.8178,-20.7468,ROOFTOP,establishment,POINT (-20.746756099999995 116.8177684)
aihw_hospital_statistics_2012_2013.765,765,WA,Kalbarri Health Centre,510600475,,Hospital,0071580K,KAIBER ST,KALBARRI 6536,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,114.1614,-27.7129,ROOFTOP,establishment,POINT (-27.7128813 114.1614346)
aihw_hospital_statistics_2012_2013.766,766,WA,Dongara Multi-Purpose Health Centre,510600476,,Hospital,0071570Y,48 BLENHEIM RD,DONGARA 6525,2,Outer Regional,3,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,114.9343,-29.2647,ROOFTOP,establishment,POINT (-29.2647496 114.93431160000002)
aihw_hospital_statistics_2012_2013.767,767,WA,Wagin Hospital,510700245,,Hospital,0070740F,WARWICK ST,WAGIN 6315,2,Outer Regional,18,VS,Very small public,Yes,No,No,No,G,Un-peered and other,117.3473,-33.3048,ROOFTOP,establishment,POINT (-33.3047853 117.347299)
aihw_hospital_statistics_2012_2013.768,768,WA,Bruce Rock Memorial Hospital,510700403,,Hospital,0070120K,35 DUNSTALL ST,BRUCE ROCK 6418,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,144.7297,-37.7365,ROOFTOP,premise,POINT (-37.736505 144.7296887)
